name,primary_category,country_code,funding_total_usd,funding_rounds,status,failed,startup_age_years,founded_year
ABA English,EdTech,ESP,3356695.0,1,operating,0,19.0,2007.0
Abacast,Analytics,USA,500000.0,1,acquired,0,26.0,2000.0
Abacus e-Media,Software,GBR,3409315.0,1,operating,0,49.0,1977.0
Abacus,SaaS,USA,3500000.0,2,operating,0,13.0,2013.0
Abakan,Clean Technology,USA,4211031.0,6,operating,0,20.0,2006.0
Abakus,Advertising,USA,825000.0,1,operating,0,13.0,2013.0
Abaris,Finance,USA,720000.0,2,operating,0,12.0,2014.0
ABARTA Oil & Gas,Oil & Gas,USA,24750000.0,1,operating,0,47.0,1979.0
Abattis Bioceuticals,Biotechnology,CAN,400988.0,3,ipo,0,29.0,1997.0
Abaxia,Software,FRA,1770000.0,1,acquired,0,25.0,2001.0
abaXX Technology,Software,DEU,4540000.0,1,operating,0,27.0,1999.0
Abazab,Curated Web,USA,4400000.0,2,closed,1,12.0,1997.0
ABB,Automotive,CHE,2700000.0,1,ipo,0,38.0,1988.0
Abbey House Media,Audiobooks,USA,600000.0,1,operating,0,20.0,2006.0
Abbey Pharma,Finance,Unknown,3355282.0,1,operating,0,17.0,2009.0
AbbeyPost,E-Commerce,USA,875000.0,5,acquired,0,12.0,2014.0
Abboom,Apps,CYP,900000.0,1,operating,0,13.0,2013.0
Abbott Labs,Biotechnology,USA,6790000.0,2,ipo,0,35.0,1991.0
ABBYY,Communications Infrastructure,RUS,6000000.0,1,operating,0,37.0,1989.0
ABBYY Language Services,Business Services,RUS,375000.0,1,operating,0,22.0,2004.0
ABC Live,Advertising,IND,25000.0,1,closed,1,0.0,2007.0
ABC Management,Real Estate,USA,20000.0,1,operating,0,13.0,2013.0
Abcam,Biotechnology,GBR,78799653.0,2,operating,0,28.0,1998.0
abcdexperts,B2B,CRI,147000.0,1,operating,0,17.0,2009.0
AbCelex Technologies,Biotechnology,CAN,2000000.0,1,operating,0,16.0,2010.0
Abcellute,Biotechnology,GBR,805908.0,1,closed,1,6.0,2001.0
Abcodia,Biotechnology,GBR,10207905.0,4,operating,0,16.0,2010.0
Abeelo,Fashion,Unknown,90000.0,1,operating,0,13.0,2013.0
Abeona Therapeutics,Biotechnology,USA,12850000.0,3,operating,0,13.0,2013.0
Abe's Market,E-Commerce,USA,19148000.0,5,operating,0,17.0,2009.0
AbGenomics,Biotechnology,USA,39610000.0,3,operating,0,26.0,2000.0
Abide Therapeutics,Biotechnology,USA,2250180.0,1,operating,0,15.0,2011.0
Abigail Stewart,Fashion,USA,60000.0,1,operating,0,16.0,2010.0
Ability Dynamics,Health Care,USA,1500000.0,1,operating,0,17.0,2009.0
AbilTo,Curated Web,USA,21000000.0,3,operating,0,18.0,2008.0
Abimate.ee,Employment,Unknown,30000.0,1,operating,0,12.0,2014.0
Abine,Curated Web,USA,6467283.0,1,operating,0,18.0,2008.0
Abingdon Health,Health Care,GBR,12853396.0,3,operating,0,18.0,2008.0
aBioBot,Biotechnology,USA,50000.0,1,operating,0,11.0,2015.0
Abionic,Biotechnology,CHE,3986362.0,1,operating,0,16.0,2010.0
Abiquo Group,Cloud Computing,USA,26898770.0,10,operating,0,16.0,2010.0
aBIZinaBOX,Accounting,USA,500000.0,1,operating,0,28.0,1998.0
ABL Farms,Sales and Marketing,USA,150000.0,1,operating,0,17.0,2009.0
Ablative Solutions,Biotechnology,USA,42980577.0,7,operating,0,15.0,2011.0
Able Lending,Collaboration,USA,17500000.0,4,operating,0,12.0,2014.0
Able Planet,Hardware + Software,USA,12005448.0,5,operating,0,21.0,2005.0
AbleSky,Software,USA,1273000.0,1,operating,0,19.0,2007.0
Ablexis,Biotechnology,USA,12000000.0,1,operating,0,17.0,2009.0
ablio,Local,USA,250000.0,1,operating,0,12.0,2014.0
Abloomy,Big Data,CHN,3000000.0,1,operating,0,18.0,2008.0
Ablynx,Biotechnology,BEL,186036236.0,6,ipo,0,25.0,2001.0
ABO Data,Enterprise Software,USA,1000000.0,1,operating,0,47.0,1979.0
abode,Home Automation,USA,1000000.0,1,operating,0,12.0,2014.0
ABODO,Real Estate,USA,2518000.0,4,operating,0,15.0,2011.0
Abound Logic,Design,USA,3705137.0,1,operating,0,33.0,1993.0
aboutLife,Big Data,USA,3000000.0,2,operating,0,13.0,2013.0
about.me,Curated Web,USA,17087500.0,3,operating,0,13.0,2013.0
AboutMyStar,Communities,Unknown,275166.0,1,operating,0,15.0,2011.0
AboutOne,Contact Management,USA,4439407.0,6,operating,0,16.0,2010.0
AboutUs.org,Curated Web,USA,7618249.0,3,operating,0,20.0,2006.0
Above All Software,Software,USA,13600000.0,2,operating,0,24.0,2002.0
Above Security,Information Security,CHE,1737170.0,1,operating,0,27.0,1999.0
ABOVE Solutions,Software,USA,450000.0,1,operating,0,18.0,2008.0
ABPathfinder,Health and Wellness,USA,2810000.0,3,operating,0,16.0,2010.0
Abra,Financial Services,USA,14000000.0,2,operating,0,12.0,2014.0
AbraResto,Content Discovery,IDN,1500000.0,1,operating,0,14.0,2012.0
Abroad101,Education,USA,50000.0,1,operating,0,19.0,2007.0
ABS,Health Care,USA,132500.0,1,operating,0,17.0,2009.0
ABSMaterials,Clean Technology,USA,4500000.0,2,operating,0,18.0,2008.0
Absolicon Solar Concentrator,Clean Technology,SWE,661000.0,1,operating,0,19.0,2007.0
Absolute Commerce,Software,USA,200000.0,1,operating,0,14.0,2012.0
Sportskeeda,Crowdsourcing,IND,1220000.0,2,operating,0,16.0,2010.0
Absolvent,All Students,Unknown,231884.0,1,operating,0,14.0,2012.0
Absynth Biologics,Biotechnology,GBR,1663801.11900538,2,operating,0,19.0,2007.0
ABT Molecular Imaging,Health Care,USA,28364818.0,10,operating,0,20.0,2006.0
Abtech Holdings,Engineering Firms,USA,1400000.0,1,ipo,0,31.0,1995.0
Abundance Generation,Finance,GBR,4545754.0,1,operating,0,17.0,2009.0
FashionAde.com (Abundant Closet),E-Commerce,USA,60000.0,1,closed,1,2.0,2008.0
Abury,E-Commerce,DEU,45000.0,1,operating,0,15.0,2011.0
abusix,B2B,USA,1300000.0,1,operating,0,17.0,2009.0
Abzena,Biotechnology,GBR,64640151.5803158,2,ipo,0,24.0,2002.0
AbZorba Games,Apps,Unknown,396998.0,1,acquired,0,14.0,2012.0
AC Immune SA,Biotechnology,CHE,39279460.0,2,operating,0,23.0,2003.0
A.C. Moore,E-Commerce,USA,10000000.0,1,ipo,0,42.0,1984.0
Acacia,Apps,USA,15000.0,1,operating,0,14.0,2012.0
Acacia Communications,Web Hosting,USA,23000000.0,2,operating,0,17.0,2009.0
Acacia Interactive,Software,USA,762000.0,1,operating,0,14.0,2012.0
Acacia Living,Health and Wellness,USA,2338650.0,1,operating,0,16.0,2010.0
Acacia Pharma,Biotechnology,GBR,33500000.0,2,operating,0,20.0,2006.0
ACACIA Semiconductor,Semiconductors,PRT,368000.0,1,operating,0,23.0,2003.0
Acacia Trading,Bitcoin,USA,3300.0,1,operating,0,12.0,2014.0
Academia,Curated Web,SVN,11017508.0,1,operating,0,15.0,2011.0
Academia.edu,Social Media,USA,17800000.0,4,operating,0,18.0,2008.0
Academia RFID,Consulting,CAN,4499999.0,1,operating,0,21.0,2005.0
AcademixDirect,Advertising,USA,10000000.0,1,operating,0,22.0,2004.0
Academy of Inovation,Social Media,Unknown,50000.0,1,operating,0,15.0,2011.0
Academy123,Education,USA,2000000.0,1,acquired,0,22.0,2004.0
AcadiaSoft,Finance,USA,34000000.0,2,operating,0,17.0,2009.0
Acadine Technologies,Internet of Things,Unknown,100000000.0,1,operating,0,11.0,2015.0
ACAL Energy,Clean Technology,GBR,16424363.0,3,operating,0,22.0,2004.0
Acal Enterprise Solutions,Information Technology,GBR,10720178.0,1,operating,0,36.0,1990.0
Acamica,EdTech,ARG,142367.0,3,operating,0,14.0,2012.0
Acarix,Health Care,DNK,4710960.0,1,operating,0,17.0,2009.0
Acast,Audio,SWE,5000000.0,2,operating,0,13.0,2013.0
ACB (India) Limited,Energy,IND,25090000.0,1,operating,0,29.0,1997.0
Acccess Technology Solutions,E-Commerce,USA,25478613.0,1,operating,0,24.0,2002.0
Accedian Networks,Business Services,CAN,31040000.0,3,operating,0,22.0,2004.0
Accedo,Hardware + Software,SWE,1270000.0,1,operating,0,22.0,2004.0
Accel Diagnostics,Diagnostics,USA,25000.0,3,operating,0,14.0,2012.0
Accela,Government Innovation,Unknown,233500000.0,4,operating,0,27.0,1999.0
Accelalox,Biotechnology,USA,430000.0,1,operating,0,21.0,2005.0
Accelario,Big Data,ISR,300000.0,1,operating,0,12.0,2014.0
Accelera,Mobile,USA,3033472.0,2,operating,0,17.0,2009.0
Accelerate Diagnostics,Health Care,USA,63016244.0,4,ipo,0,22.0,2004.0
Accelerate Mobile Apps,Mobile,USA,150000.0,1,operating,0,17.0,2009.0
Accelerated IO,Software,USA,3255325.0,2,operating,0,29.0,1997.0
Accelerated Pharma,Pharmaceuticals,USA,2549999.0,2,operating,0,12.0,2014.0
Accelerated Vision Group,Analytics,USA,8500000.0,2,operating,0,15.0,2011.0
Accelerize New Media,Enterprise Software,USA,4045500.0,3,ipo,0,21.0,2005.0
Acceleron Pharma,Biotechnology,USA,113701127.0,6,ipo,0,22.0,2004.0
AccelGolf,Apps,USA,457282.0,7,closed,1,1.0,2008.0
Accelight Networks,Consumer Electronics,USA,60000000.0,1,closed,1,2.0,1999.0
Accelitec,Software,USA,5705841.0,3,operating,0,25.0,2001.0
Accellion,Enterprise Software,USA,13410901.0,2,operating,0,27.0,1999.0
Accellos,Logistics,USA,28500000.0,2,operating,0,20.0,2006.0
AccelOne,Software,USA,225000.0,1,closed,1,1.0,2013.0
AccelOps,Analytics,USA,25000000.0,2,operating,0,19.0,2007.0
Accendo Technologies,Software,IND,1560000.0,1,operating,0,24.0,2002.0
Accendo Therapeutics,Health and Wellness,USA,4000000.0,1,operating,0,16.0,2010.0
Accent Media Limited,Domains,GBR,9280000.0,4,operating,0,14.0,2012.0
Accentia Biopharmaceuticals Inc,Biotechnology,USA,775000.0,2,ipo,0,24.0,2002.0
Accentium Web,Curated Web,IND,2000000.0,1,operating,0,19.0,2007.0
Accenx Technologies,Software,USA,4500000.0,2,acquired,0,29.0,1997.0
Accept Software,Career Management,USA,25305000.0,4,acquired,0,24.0,2002.0
Acceptd,Software,USA,3020000.0,3,operating,0,15.0,2011.0
Accera,Biotechnology,USA,138581610.0,5,operating,0,25.0,2001.0
Accertify,Credit Cards,USA,7131124.0,3,acquired,0,19.0,2007.0
Access Closure,Health Care,USA,13793098.0,3,acquired,0,24.0,2002.0
Access Integrated Healthcare,Health and Wellness,USA,58500000.0,2,operating,0,12.0,2014.0
Access Media 3,Security,USA,30000000.0,1,operating,0,19.0,2007.0
Access MediQuip,Health Care,USA,46900000.0,1,operating,0,29.0,1997.0
Access Mobile,Mobile,USA,752500.0,3,operating,0,16.0,2010.0
Access Northeast,Cloud Computing,USA,1999998.0,1,acquired,0,27.0,1999.0
Access Point,Advertising,ROM,4500000.0,1,operating,0,18.0,2008.0
Access Psychiatry Solutions,Biotechnology,USA,250000.0,1,operating,0,15.0,2011.0
Access Scientific,Health Care,USA,21376001.0,6,acquired,0,22.0,2004.0
AccessSportsMedia.com,Advertising,USA,24250000.0,3,operating,0,23.0,2003.0
AccessData,Enterprise Software,USA,45000000.0,2,operating,0,39.0,1987.0
Inherited Health,Health and Wellness,USA,1155000.0,2,acquired,0,19.0,2007.0
Access Network,Advertising,USA,3200000.0,2,operating,0,18.0,2008.0
Accio Energy,Clean Technology,USA,4500000.0,1,operating,0,19.0,2007.0
Accion,Financial Services,USA,23000000.0,2,operating,0,65.0,1961.0
Accion Systems,Aerospace,USA,2000000.0,1,operating,0,12.0,2014.0
Accion Texas,Nonprofits,USA,2800000.0,1,operating,0,32.0,1994.0
Accipiter,Advertising,USA,5500000.0,3,operating,0,30.0,1996.0
Accipiter Radar,Homeland Security,USA,4700000.0,1,operating,0,32.0,1994.0
Accipiter Systems,Analytics,USA,4979639.0,4,operating,0,24.0,2002.0
Acclaimd,Analytics,USA,90000.0,2,operating,0,14.0,2012.0
Acclarent,Biotechnology,USA,35000000.0,1,acquired,0,22.0,2004.0
Acclaris Holdings,Development Platforms,USA,5000000.0,1,acquired,0,16.0,2010.0
Acco Brands,Hardware + Software,USA,10000000.0,1,ipo,0,79.0,1947.0
ACCO Semiconductor,Semiconductors,USA,33331814.0,3,operating,0,32.0,1994.0
Accolade,Health and Wellness,USA,96244444.0,6,operating,0,19.0,2007.0
Accompany,3D,USA,20600000.0,2,operating,0,13.0,2013.0
Accord Biomaterials,Biotechnology,USA,1200000.0,1,operating,0,18.0,2008.0
Accordion Health,Big Data Analytics,USA,150000.0,1,closed,1,0.0,2014.0
Accountable,B2B,USA,158000.0,2,operating,0,13.0,2013.0
Accounting SaaS Japan,Cloud Computing,JPN,8500000.0,2,operating,0,17.0,2009.0
AccountNow,Credit,USA,34072000.0,4,operating,0,23.0,2003.0
Accreon,Software,USA,5500000.0,1,operating,0,18.0,2008.0
Accriva Diagnostics,Medical Devices,USA,15470704.0,2,operating,0,16.0,2010.0
Accrue Search Concepts dba Boounce,Search,Unknown,200000.0,1,closed,1,0.0,2010.0
Accruent,Enterprise Software,USA,32000000.0,2,operating,0,31.0,1995.0
Accruit,Software,USA,3315000.0,1,operating,0,26.0,2000.0
Accu-Break Pharmaceuticals,Biotechnology,USA,6650000.0,2,operating,0,25.0,2001.0
AccuBuild IT,Construction,USA,4000000.0,2,operating,0,39.0,1987.0
Accudial Pharmaceutical,Biotechnology,USA,12024769.0,3,operating,0,16.0,2010.0
AccuDraft,Software,USA,650000.0,1,operating,0,34.0,1992.0
Accuhealth Partners,Health and Wellness,USA,760000.0,1,operating,0,15.0,2011.0
Accuitis,Health and Wellness,USA,1495000.0,2,operating,0,15.0,2011.0
Accumen,Health Care,USA,6700000.0,1,operating,0,15.0,2011.0
Accumetrics,Biotechnology,USA,110640466.0,9,acquired,0,30.0,1996.0
Accumulate,Mobile,SWE,12050000.0,4,operating,0,21.0,2005.0
Accumuli Security,Content,GBR,8033458.0,1,operating,0,30.0,1996.0
AccuNostics,Health Care,GBR,6321095.0,1,operating,0,18.0,2008.0
Accuradio,Internet Radio Market,USA,2500000.0,1,operating,0,25.0,2001.0
Accurence,Software,USA,4277507.0,2,operating,0,21.0,2005.0
AccuRev,Software,USA,2100000.0,1,operating,0,28.0,1998.0
AccurIC,Hardware + Software,GBR,329695.0,1,operating,0,15.0,2011.0
Accuris Networks,Mobile,IRL,15000000.0,1,operating,0,28.0,1998.0
Pegasus Imaging Corporation,Software,USA,25000.0,1,operating,0,35.0,1991.0
Accutrainee,Legal,GBR,195858.0,1,operating,0,15.0,2011.0
Accuvant,Security,USA,8198838.0,4,acquired,0,24.0,2002.0
AccuVein,Hardware + Software,USA,30500000.0,2,operating,0,20.0,2006.0
ACE,Biotechnology,USA,1245092.0,3,operating,0,20.0,2006.0
ACE-Africa Courier Express,Consumer Goods,NGA,3715000.0,2,operating,0,13.0,2013.0
ACE*COMM,Public Relations,USA,5000000.0,1,operating,0,43.0,1983.0
ACE Health,Health and Wellness,IRL,145562.0,2,operating,0,16.0,2010.0
Ace Metrix,Advertising,USA,24980307.0,6,operating,0,19.0,2007.0
ACE Portal,Finance,USA,75000.0,1,operating,0,16.0,2010.0
ACEA BIO,Biotechnology,USA,30000000.0,1,operating,0,24.0,2002.0
Aceable,Education,USA,4700000.0,2,operating,0,14.0,2012.0
Acelero Learning,Education,USA,4000000.0,1,operating,0,25.0,2001.0
ACell,Health and Wellness,USA,8700000.0,1,operating,0,27.0,1999.0
Acer,Consumer Electronics,TWN,150594138.0,1,operating,0,50.0,1976.0
Acer Therapeutics,Pharmaceuticals,USA,2100000.0,1,operating,0,13.0,2013.0
Acera Surgical,Health Care,USA,600000.0,1,operating,0,13.0,2013.0
Aceris 3D Inspection,Semiconductors,CAN,4880000.0,1,closed,1,7.0,2000.0
Acesis,Health Care,USA,3638201.0,1,operating,0,20.0,2006.0
AcesoBee,Health Care,HKG,41250.0,1,operating,0,13.0,2013.0
Acetylon Pharmaceuticals,Biotechnology,USA,151250000.0,6,operating,0,18.0,2008.0
Aceva Technologies,Enterprise Software,USA,5280000.0,1,acquired,0,27.0,1999.0
AchaLa,Advertising,BRA,30000.0,1,operating,0,17.0,2009.0
Achaogen,Biotechnology,USA,116605707.0,4,ipo,0,22.0,2004.0
Achates Power,Clean Technology,USA,54300000.0,3,operating,0,22.0,2004.0
ACHICA,E-Commerce,GBR,13274403.0,3,operating,0,16.0,2010.0
Achieve Lending,Finance Technology,USA,50000.0,1,operating,0,12.0,2014.0
Achieve X,Software,USA,150000.0,1,operating,0,18.0,2008.0
Achieve3000,Software,USA,13600000.0,2,operating,0,26.0,2000.0
Achieved.co,Career Management,NLD,100000.0,1,operating,0,13.0,2013.0
AchieveIt,Enterprise Software,Unknown,5600000.0,4,operating,0,16.0,2010.0
Achiever,Self Development,Unknown,120000.0,1,closed,1,0.0,2013.0
Achievers,Employer Benefits Programs,USA,52422326.0,5,acquired,0,31.0,1995.0
Achilles Group,Enterprise Software,GBR,2500000.0,1,operating,0,36.0,1990.0
Achillion Pharmaceuticals,Biotechnology,USA,91100000.0,2,ipo,0,28.0,1998.0
Achronix Semiconductor,Semiconductors,USA,135776263.0,5,operating,0,22.0,2004.0
Achvr,Curated Web,USA,1250000.0,1,operating,0,15.0,2011.0
Blackwave,Social Media,USA,28000000.0,3,acquired,0,20.0,2006.0
Acision,Mobile,IND,100000000.0,1,acquired,0,34.0,1992.0
Zentri,Internet of Things,USA,3400000.0,2,operating,0,12.0,2014.0
ACM Capital Partners,Consulting,USA,8000000.0,1,operating,0,18.0,2008.0
Acologix,Biotechnology,USA,40000000.0,1,operating,0,34.0,1992.0
aCommerce,E-Commerce,THA,18800000.0,3,operating,0,13.0,2013.0
Acompli,Android,USA,7300000.0,1,acquired,0,13.0,2013.0
aCon,Hardware + Software,DNK,1998000.0,3,operating,0,23.0,2003.0
Aconex,Cloud Computing,Unknown,85000000.0,1,operating,0,26.0,2000.0
Aconite Technology,Software,GBR,592000.0,1,operating,0,26.0,2000.0
Acopia Networks,Software,USA,75000000.0,3,acquired,0,24.0,2002.0
Acopio,Agriculture,USA,20000.0,1,operating,0,14.0,2012.0
Acorns,Apps,USA,31960000.0,4,operating,0,14.0,2012.0
Acoustic Sensing Technology,Clean Technology,GBR,976865.0,1,operating,0,14.0,2012.0
Acoustic Technologies,Software,USA,7974296.0,1,acquired,0,28.0,1998.0
Acousticeye,Clean Technology,USA,15000000.0,4,operating,0,20.0,2006.0
Acqua Telecom Ltd,Mobile,GBR,808211.0,1,operating,0,13.0,2013.0
Acquaintable,Curated Web,USA,40000.0,1,acquired,0,14.0,2012.0
Acquia,Content,USA,173500000.0,8,operating,0,19.0,2007.0
Acquire Real Estate,Real Estate,USA,6000000.0,1,operating,0,13.0,2013.0
Acquisio,Advertising Platforms,CAN,12100000.0,3,operating,0,23.0,2003.0
Acreations Reptiles and Exotics,Pets,USA,3000.0,1,operating,0,15.0,2011.0
Acrisure,Finance,USA,20000000.0,1,operating,0,20.0,2006.0
Acrobatiq,EdTech,USA,9750000.0,1,operating,0,13.0,2013.0
Acronis,Flash Storage,SGP,11000000.0,1,operating,0,24.0,2002.0
Across America Financial Services,Finance,USA,20292075.0,1,operating,0,21.0,2005.0
ACS Athletics,Sports,USA,215000.0,1,operating,0,27.0,1999.0
ACS Clothing,E-Commerce,GBR,26239014.3720485,2,operating,0,29.0,1997.0
Acsendo,Enterprise Software,COL,150000.0,1,operating,0,18.0,2008.0
ACT Biotech,Biotechnology,USA,26980000.0,6,operating,0,18.0,2008.0
ACT Genomics,Health and Wellness,TWN,8000000.0,1,operating,0,12.0,2014.0
ACT.md,Software,USA,8400000.0,1,operating,0,14.0,2012.0
Act-On Software,CRM,USA,72500000.0,5,operating,0,18.0,2008.0
ACT Teleconferencing Inc.,Collaboration,Unknown,16000000.0,1,operating,0,36.0,1990.0
ActBlue,Politics,Unknown,10000000.0,1,operating,0,22.0,2004.0
Acteavo,B2B,IRL,116987.0,3,acquired,0,13.0,2013.0
Actelis Networks,Internet,USA,113616859.0,8,operating,0,28.0,1998.0
Actiance,Software,USA,43600000.0,3,operating,0,28.0,1998.0
Actifi,Consulting,USA,137500.0,1,operating,0,23.0,2003.0
Actifile,Information Security,ISR,100000.0,1,operating,0,11.0,2015.0
Actifio,Enterprise Software,USA,207500000.0,6,operating,0,17.0,2009.0
Actility,Telecommunications,FRA,25000000.0,1,operating,0,16.0,2010.0
Actimagine,Software,FRA,3759300.0,1,operating,0,23.0,2003.0
Actimize,Software,Unknown,24000000.0,3,acquired,0,27.0,1999.0
actimo,Audio,DNK,790398.0,1,operating,0,16.0,2010.0
Actinium Pharmaceuticals,Biotechnology,USA,7000720.0,2,ipo,0,26.0,2000.0
Actinobac Biomed,Biotechnology,USA,600000.0,2,operating,0,17.0,2009.0
Action Online Publishing,Collectibles,USA,100000.0,2,operating,0,16.0,2010.0
Action Pharma,Biotechnology,Unknown,12300000.0,2,closed,1,10.0,2000.0
Action Plan Manager a.s.,Application Platforms,SVK,242563.0,1,closed,1,0.0,2015.0
Actionality,Advertising,DEU,1000000.0,1,operating,0,21.0,2005.0
ActionBase,Advertising,ISR,400000.0,1,operating,0,19.0,2007.0
Action Engine,Mobile,USA,58200000.0,5,acquired,0,26.0,2000.0
ActionFlow,Messaging,PRT,250000.0,1,operating,0,17.0,2009.0
ActionPlanner A/S,Application Performance Monitoring,DNK,500000.0,1,operating,0,13.0,2013.0
ActionRun,Software,USA,1510005.0,1,operating,0,18.0,2008.0
ActionTax.ca,Finance,CAN,250000.0,1,operating,0,16.0,2010.0
ActionX,Mobile,USA,5000000.0,2,operating,0,14.0,2012.0
Actito,Email,BEL,900000.0,1,operating,0,26.0,2000.0
ACTIV Financial Systems,Software,USA,25000000.0,1,operating,0,24.0,2002.0
Activ Technologies,Software,USA,1960315.0,2,operating,0,20.0,2006.0
activ8 Intelligence,Software,GBR,2310008.0,2,operating,0,21.0,2005.0
Activaero,Biotechnology,DEU,22585000.0,2,acquired,0,22.0,2004.0
Activaided Orthotics,Fitness,USA,25000.0,4,operating,0,15.0,2011.0
Activate Healthcare,Health Care,USA,950000.0,3,operating,0,17.0,2009.0
Activation Life,Biotechnology,USA,40000.0,1,operating,0,17.0,2009.0
"Activation, Inc.",Consulting,USA,705000.0,4,operating,0,15.0,2011.0
Active DSP,Software,NOR,1120000.0,1,operating,0,20.0,2006.0
Active Endpoints,Enterprise Software,USA,22500000.0,5,operating,0,23.0,2003.0
Active Implants,Biotechnology,USA,99717506.0,11,operating,0,22.0,2004.0
Active International,Advertising,USA,35000000.0,1,operating,0,42.0,1984.0
Active Junky,Comparison Shopping,USA,1300000.0,1,acquired,0,16.0,2010.0
Active Location Inc.,Advertising,USA,250000.0,2,operating,0,12.0,2014.0
Active Media,Advertising,CHN,11500000.0,2,operating,0,21.0,2005.0
Active Mind Technology,Software,USA,10823112.0,3,operating,0,16.0,2010.0
Active-Semi,Semiconductors,USA,6000000.0,1,operating,0,22.0,2004.0
Active SONAR .Inc,E-Commerce,Unknown,2031465.0,1,operating,0,14.0,2012.0
Active Storage,Enterprise Software,USA,16400000.0,4,closed,1,4.0,2008.0
Active Tax & Accounting,Consulting,USA,5000.0,1,operating,0,13.0,2013.0
ActiveEon,Cloud Computing,FRA,1054991.0,1,operating,0,19.0,2007.0
ActiveGift,Curated Web,UKR,20000.0,1,operating,0,15.0,2011.0
Activehours,Financial Services,USA,4099999.0,1,operating,0,14.0,2012.0
Active Life Scientific,Biotechnology,USA,925000.0,3,operating,0,19.0,2007.0
Actively Learn,Education,USA,1029954.0,1,operating,0,14.0,2012.0
ACTIVE Network,Software,USA,214208700.0,10,acquired,0,27.0,1999.0
ActivePath,Finance,USA,13250001.0,2,operating,0,19.0,2007.0
ActiveRain,Real Estate,USA,2750000.0,1,operating,0,20.0,2006.0
ActiveSec,Mobile,LTU,490000.0,3,operating,0,20.0,2006.0
ActiveStrategy,Software,USA,2000000.0,1,operating,0,26.0,2000.0
ActiveTrak,Mobile Security,USA,680000.0,2,operating,0,19.0,2007.0
ActivIdentity,Enterprise Software,USA,5422959.0,1,acquired,0,41.0,1985.0
ActiViews,Health Care,ISR,10000000.0,2,acquired,0,20.0,2006.0
Activity Rocket,Advertising,USA,185000.0,2,operating,0,15.0,2011.0
Activity Stream,Analytics,ISL,2000000.0,1,operating,0,13.0,2013.0
ActivityHero,Education,USA,2200000.0,2,operating,0,15.0,2011.0
ActivNetworks,Enterprise Software,Unknown,3470000.0,1,operating,0,37.0,1989.0
Actiwave,Mobile,SWE,4275852.0,2,operating,0,19.0,2007.0
ACTON,Consumer Electronics,USA,5100000.0,3,operating,0,15.0,2011.0
Actona Technologies,Business Services,USA,28000000.0,3,acquired,0,26.0,2000.0
